member_no,date,amount,source,reference,description
ILS24-F00063,2026-04-15,29144,utt,DIV-ILS24-F00063-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00063,2026-04-26,9272,loan,DIV-ILS24-F00063-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00063,2026-05-05,23852,utt,DIV-ILS24-F00063-03,DIV. 7 UTT 5th May 26
ILS24-F00064,2026-04-15,38859,utt,DIV-ILS24-F00064-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00064,2026-04-26,7726,loan,DIV-ILS24-F00064-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00064,2026-05-05,19877,utt,DIV-ILS24-F00064-03,DIV. 7 UTT 5th May 26
ILS24-F00065,2026-04-15,29144,utt,DIV-ILS24-F00065-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00065,2026-04-26,9272,loan,DIV-ILS24-F00065-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00065,2026-05-05,23852,utt,DIV-ILS24-F00065-03,DIV. 7 UTT 5th May 26
ILS24-F00066,2026-04-15,48574,utt,DIV-ILS24-F00066-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00066,2026-04-26,15453,loan,DIV-ILS24-F00066-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00066,2026-05-05,39754,utt,DIV-ILS24-F00066-03,DIV. 7 UTT 5th May 26
ILS24-F00067,2026-04-15,30116,utt,DIV-ILS24-F00067-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00067,2026-04-26,4945,loan,DIV-ILS24-F00067-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00067,2026-05-05,12721,utt,DIV-ILS24-F00067-03,DIV. 7 UTT 5th May 26
ILS24-F00068,2026-04-15,48574,utt,DIV-ILS24-F00068-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00068,2026-04-26,12362,loan,DIV-ILS24-F00068-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00068,2026-05-05,31803,utt,DIV-ILS24-F00068-03,DIV. 7 UTT 5th May 26
ILS24-F00069,2026-04-15,29144,utt,DIV-ILS24-F00069-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00069,2026-04-26,4636,loan,DIV-ILS24-F00069-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00069,2026-05-05,11926,utt,DIV-ILS24-F00069-03,DIV. 7 UTT 5th May 26
ILS24-F00070,2026-04-15,29144,utt,DIV-ILS24-F00070-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00070,2026-04-26,6181,loan,DIV-ILS24-F00070-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00070,2026-05-05,15901,utt,DIV-ILS24-F00070-03,DIV. 7 UTT 5th May 26
ILS24-F00071,2026-04-15,29144,utt,DIV-ILS24-F00071-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00071,2026-04-26,6645,loan,DIV-ILS24-F00071-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00071,2026-05-05,17094,utt,DIV-ILS24-F00071-03,DIV. 7 UTT 5th May 26
ILS24-F00072,2026-04-15,31087,utt,DIV-ILS24-F00072-01,DIVIDENT 6 UTT (15 Apr 26)
ILS24-F00072,2026-04-26,4945,loan,DIV-ILS24-F00072-02,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00072,2026-05-05,12721,utt,DIV-ILS24-F00072-03,DIV. 7 UTT 5th May 26
ILS24-F00073,2026-04-26,5099,loan,DIV-ILS24-F00073-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00073,2026-05-05,13119,utt,DIV-ILS24-F00073-02,DIV. 7 UTT 5th May 26
ILS24-F00074,2026-04-26,4945,loan,DIV-ILS24-F00074-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00074,2026-05-05,12721,utt,DIV-ILS24-F00074-02,DIV. 7 UTT 5th May 26
ILS24-F00075,2026-04-26,6490,loan,DIV-ILS24-F00075-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00075,2026-05-05,16696,utt,DIV-ILS24-F00075-02,DIV. 7 UTT 5th May 26
ILS24-F00076,2026-04-26,3091,loan,DIV-ILS24-F00076-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00076,2026-05-05,7951,utt,DIV-ILS24-F00076-02,DIV. 7 UTT 5th May 26
ILS24-F00077,2026-04-26,1545,loan,DIV-ILS24-F00077-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00077,2026-05-05,3975,utt,DIV-ILS24-F00077-02,DIV. 7 UTT 5th May 26
ILS24-F00078,2026-04-26,1545,loan,DIV-ILS24-F00078-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00078,2026-05-05,3975,utt,DIV-ILS24-F00078-02,DIV. 7 UTT 5th May 26
ILS24-F00079,2026-04-26,10353,loan,DIV-ILS24-F00079-01,LOAN 6+7 Apr 26 (250+500k)
ILS24-F00079,2026-05-05,26635,utt,DIV-ILS24-F00079-02,DIV. 7 UTT 5th May 26
